Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
YDR197W	CBS2	IV	+	851225	852394	0.0	0.0	0.0
YDL068W	YDL068W	IV	+	333500	333829	0.0	0.0	0.0
YDL239C	ADY3	IV	-	26403	28775	0.0	0.0	0.0
YDR059C	UBC5	IV	-	569232	569768	0.0	0.0	0.0
YDR277C	MTH1	IV	-	1014397	1015698	0.0	0.0	0.0
YDR381W	YRA1	IV	+	1236550	1237996	0.0	0.0	0.0
YDR354C-A	YDR354C-A	IV	-	1185132	1185275	0.0	0.0	0.0
YDR351W	SBE2	IV	+	1178659	1181253	0.0	0.0	0.0
YDR504C	SPG3	IV	-	1456303	1456686	0.0	0.0	0.0
YDR179C	CSN9	IV	-	818705	819193	0.0	0.0	0.0
YDR528W	HLR1	IV	+	1494578	1495849	0.0	0.0	0.0
YDR220C	YDR220C	IV	-	906996	907289	0.0	0.0	0.0
YDL105W	NSE4	IV	+	272389	273597	0.0	0.0	0.0
YDR123C	INO2	IV	-	698551	699465	0.0	0.0	0.0
YDR055W	PST1	IV	+	563525	564859	0.0	0.0	0.0
YDL160C-A	YDL160C-A	IV	-	169367	169609	0.0	0.0	0.0
YDL049C	KNH1	IV	-	365068	365874	0.0	0.0	0.0
YDR287W	YDR287W	IV	+	1035991	1036869	0.0	0.0	0.0
tA(AGC)D	.	IV	+	410376	410448	0.0	0.0	0.0
YDR146C	SWI5	IV	-	748610	750739	0.0	0.0	0.0
tX(XXX)D	.	IV	-	1150836	1150935	0.0	0.0	0.0
YDR178W	SDH4	IV	+	817947	818492	0.0	0.0	0.0
YDR261C-D	YDR261C-D	IV	-	987530	992345	0.0	0.0	0.0
YDR194W-A	YDR194W-A	IV	+	848068	848220	0.0	0.0	0.0
YDR032C	PST2	IV	-	504096	504692	0.0	0.0	0.0
YDR160W	SSY1	IV	+	776160	778718	0.0	0.0	0.0
YDR124W	YDR124W	IV	+	700312	701286	0.0	0.0	0.0
YDL243C	AAD4	IV	-	17577	18566	0.0	0.0	0.0
YDL087C	LUC7	IV	-	300214	300999	0.0	0.0	0.0
YDR247W	VHS1	IV	+	956009	957394	0.0	0.0	0.0
YDR261C-C	YDR261C-C	IV	-	991023	992345	0.0	0.0	0.0
YDR437W	GPI19	IV	+	1337344	1337766	0.0	0.0	0.0
YDL044C	MTF2	IV	-	373964	375286	0.0	0.0	0.0
YDL076C	RXT3	IV	-	320668	321552	0.0	0.0	0.0
YDR131C	YDR131C	IV	-	716787	718457	0.0	0.0	0.0
YDL012C	YDL012C	IV	-	431105	431514	0.0	0.0	0.0
YDR180W	SCC2	IV	+	821292	825773	0.0	0.0	0.0
YDL115C	IWR1	IV	-	253995	255126	0.0	0.0	0.0
YDR317W	HIM1	IV	+	1102181	1103425	0.0	0.0	0.0
YDL199C	YDL199C	IV	-	101291	103354	0.0	0.0	0.0
YDR014W-A	HED1	IV	+	477794	478282	0.0	0.0	0.0
YDR163W	CWC15	IV	+	781420	781947	0.0	0.0	0.0
tE(CUC)D	.	IV	-	1017203	1017274	0.0	0.0	0.0
YDR377W	ATP17	IV	+	1228603	1228908	0.0	0.0	0.0
YDR029W	YDR029W	IV	+	501097	501411	0.0	0.0	0.0
YDR069C	DOA4	IV	-	584937	587717	0.0	0.0	0.0
YDR505C	PSP1	IV	-	1456687	1459212	0.0	0.0	0.0
YDR179W-A	YDR179W-A	IV	+	819430	820821	0.0	0.0	0.0
YDR251W	PAM1	IV	+	960610	963102	0.0	0.0	0.0
YDR079W	PET100	IV	+	603061	603396	0.0	0.0	0.0
YDR397C	NCB2	IV	-	1266358	1266890	0.0	0.0	0.0
YDR525W	API2	IV	+	1489897	1490226	0.0	0.0	0.0
YDR530C	APA2	IV	-	1496783	1497760	0.0	0.0	0.0
YDR540C	IRC4	IV	-	1517120	1517659	0.0	0.0	0.0
YDR106W	ARP10	IV	+	667001	667855	0.0	0.0	0.0
YDL142C	CRD1	IV	-	201720	202571	0.0	0.0	0.0
YDR104C	SPO71	IV	-	661170	664907	0.0	0.0	0.0
YDL107W	MSS2	IV	+	268921	269976	0.0	0.0	0.0
tT(AGU)D	.	IV	-	434261	434333	0.0	0.0	0.0
YDR072C	IPT1	IV	-	589759	591342	0.0	0.0	0.0
YDR253C	MET32	IV	-	963986	964561	0.0	0.0	0.0
YDL133W	YDL133W	IV	+	222427	223740	0.0	0.0	0.0
YDL203C	ACK1	IV	-	96083	97954	0.0	0.0	0.0
YDR237W	MRPL7	IV	+	936611	937489	0.0	0.0	0.0
YDR438W	THI74	IV	+	1338266	1339378	0.0	0.0	0.0
YDL209C	CWC2	IV	-	86208	87227	0.0	0.0	0.0
YDL217C	TIM22	IV	-	67984	68607	0.0	0.0	0.0
YDR147W	EKI1	IV	+	751628	753232	0.0	0.0	0.0
YDR260C	SWM1	IV	-	976713	977225	0.0	0.0	0.0
YDR261W-A	YDR261W-A	IV	+	981458	982774	0.0	0.0	0.0
YDL119C	YDL119C	IV	-	246689	247612	0.0	0.0	0.0
YDL025C	YDL025C	IV	-	405341	407203	0.0	0.0	0.0
YDR261W-B	YDR261W-B	IV	+	981458	986771	0.0	0.0	0.0
YDR314C	RAD34	IV	-	1090430	1092508	0.0	0.0	0.0
tL(CAA)D	.	IV	-	1461707	1461821	0.0	0.0	0.0
YDR282C	YDR282C	IV	-	1023507	1024751	0.0	0.0	0.0
YDL223C	HBT1	IV	-	57266	60406	0.0	0.0	0.0
YIR014W	YIR014W	IX	+	381083	381811	0.0	0.0	0.0
YIL165C	YIL165C	IX	-	33718	34077	0.0	0.0	0.0
YIR017W-A	YIR017W-A	IX	+	383563	384162	0.0	0.0	0.0
YIL072W	HOP1	IX	+	226599	228416	0.0	0.0	0.0
YIR019C	MUC1	IX	-	389569	393672	0.0	0.0	0.0
YIL100C-A	YIL100C-A	IX	-	177340	177678	0.0	0.0	0.0
YIR041W	PAU15	IX	+	433925	434299	0.0	0.0	0.0
tS(UGA)I	.	IX	+	248847	248928	0.0	0.0	0.0
YIL080W	.	IX	+	205632	210354	0.0	0.0	0.0
YIL003W	CFD1	IX	+	349119	350000	0.0	0.0	0.0
YIR032C	DAL3	IX	-	415027	415614	0.0	0.0	0.0
YIL030W-A	YIL030W-A	IX	+	295564	295902	0.0	0.0	0.0
YIL089W	YIL089W	IX	+	195596	196213	0.0	0.0	0.0
tK(CUU)I	.	IX	-	300227	300298	0.0	0.0	0.0
tT(AGU)I2	.	IX	+	325746	325818	0.0	0.0	0.0
YIL166C	YIL166C	IX	-	30938	32566	0.0	0.0	0.0
YIL006W	YIA6	IX	+	344059	345180	0.0	0.0	0.0
YIL164C	NIT1	IX	-	34087	34686	0.0	0.0	0.0
YIL174W	.	IX	+	9469	9696	0.0	0.0	0.0
YIL071W-A	YIL071W-A	IX	+	228547	229023	0.0	0.0	0.0
tI(AAU)I2	.	IX	+	210662	210735	0.0	0.0	0.0
YIL042C	PKP1	IX	-	275107	276291	0.0	0.0	0.0
YIL052C	RPL34B	IX	-	256224	257061	0.0	0.0	0.0
YIR005W	IST3	IX	+	364886	365332	0.0	0.0	0.0
YIR020C-B	YIR020C-B	IX	-	397212	397946	0.0	0.0	0.0
YIR027C	DAL1	IX	-	406257	407639	0.0	0.0	0.0
YIR042C	YIR042C	IX	-	435270	435980	0.0	0.0	0.0
YIL156W-B	YIL156W-B	IX	+	47690	47973	0.0	0.0	0.0
YIL004C	BET1	IX	-	347943	348502	0.0	0.0	0.0
tI(AAU)I1	.	IX	-	183437	183510	0.0	0.0	0.0
YIL119C	RPI1	IX	-	136651	137874	0.0	0.0	0.0
YIL027C	KRE27	IX	-	303677	304102	0.0	0.0	0.0
YIL082W-A	YIL082W-A	IX	+	205632	210129	0.0	0.0	0.0
YIR020W-A	YIR020W-A	IX	+	394914	395156	0.0	0.0	0.0
YIR044C	.	IX	-	437991	438176	0.0	0.0	0.0
YIR036C	IRC24	IX	-	422071	422862	0.0	0.0	0.0
YIL152W	YIL152W	IX	+	56545	57252	0.0	0.0	0.0
YIR029W	DAL2	IX	+	410804	411835	0.0	0.0	0.0
YIL032C	YIL032C	IX	-	291960	292316	0.0	0.0	0.0
YIL140W	AXL2	IX	+	85366	87837	0.0	0.0	0.0
YIL136W	OM45	IX	+	93619	94800	0.0	0.0	0.0
YIL173W	VTH1	IX	+	11492	16141	0.0	0.0	0.0
tT(AGU)I1	.	IX	+	175028	175100	0.0	0.0	0.0
YIR021W	MRS1	IX	+	397291	398382	0.0	0.0	0.0
YIL170W	.	IX	+	19847	21220	0.0	0.0	0.0
YIL060W	YIL060W	IX	+	246389	246823	0.0	0.0	0.0
YIL175W	.	IX	+	9183	9500	0.0	0.0	0.0
YIL061C	SNP1	IX	-	244654	245556	0.0	0.0	0.0
tE(UUC)I	.	IX	+	370414	370485	0.0	0.0	0.0
YIL114C	POR2	IX	-	149140	149985	0.0	0.0	0.0
YIL176C	PAU14	IX	-	8793	9155	0.0	0.0	0.0
YIR015W	RPR2	IX	+	381945	382379	0.0	0.0	0.0
YIL146C	ECM37	IX	-	74184	75773	0.0	0.0	0.0
YIL103W	DPH1	IX	+	171748	173025	0.0	0.0	0.0
YIL071C	PCI8	IX	-	228657	229991	0.0	0.0	0.0
YIR020C	YIR020C	IX	-	394252	394554	0.0	0.0	0.0
YIR030C	DCG1	IX	-	412033	412767	0.0	0.0	0.0
YIR036W-A	YIR036W-A	IX	+	422632	423033	0.0	0.0	0.0
YIR039C	YPS6	IX	-	430494	432107	0.0	0.0	0.0
YIL046W-A	YIL046W-A	IX	+	268308	268472	0.0	0.0	0.0
YIL177C	YIL177C	IX	-	483	6147	0.0	0.0	0.0
YIL102C	YIL102C	IX	-	174579	174884	0.0	0.0	0.0
YIL117C	PRM5	IX	-	140610	141566	0.0	0.0	0.0
YIL105W-A	YIL105W-A	IX	+	167661	167801	0.0	0.0	0.0
tD(GUC)I1	.	IX	-	324301	324372	0.0	0.0	0.0
YIL121W	QDR2	IX	+	132241	133869	0.0	0.0	0.0
YIL018W	RPL2B	IX	+	316766	317930	0.0	0.0	0.0
YIL012W	YIL012W	IX	+	333009	333401	0.0	0.0	0.0
YIL106W	MOB1	IX	+	166412	167441	0.0	0.0	0.0
YIL001W	YIL001W	IX	+	353937	355478	0.0	0.0	0.0
YIL045W	PIG2	IX	+	271160	272776	0.0	0.0	0.0
YIL073C	SPO22	IX	-	222934	225951	0.0	0.0	0.0
YIL031W	ULP2	IX	+	292632	295736	0.0	0.0	0.0
YIL154C	IMP2'	IX	-	53981	55021	0.0	0.0	0.0
YIL111W	COX5B	IX	+	155219	155762	0.0	0.0	0.0
YIL011W	TIR3	IX	+	333724	334533	0.0	0.0	0.0
YIL099W	SGA1	IX	+	178001	179650	0.0	0.0	0.0
YIL058W	YIL058W	IX	+	246911	247195	0.0	0.0	0.0
YIL077C	YIL077C	IX	-	214988	215950	0.0	0.0	0.0
YIL014C-A	YIL014C-A	IX	-	325210	325524	0.0	0.0	0.0
YIR001C	SGN1	IX	-	356140	356892	0.0	0.0	0.0
YIL100W	YIL100W	IX	+	177370	177723	0.0	0.0	0.0
YIR028W	DAL4	IX	+	408465	410372	0.0	0.0	0.0
YIL134C-A	YIL134C-A	IX	-	96522	96725	0.0	0.0	0.0
YIL013C	PDR11	IX	-	328205	332440	0.0	0.0	0.0
YIL102C-A	YIL102C-A	IX	-	173362	173589	0.0	0.0	0.0
YIR002C	MPH1	IX	-	357412	360393	0.0	0.0	0.0
YIR018C-A	YIR018C-A	IX	-	385561	385698	0.0	0.0	0.0
YIL155C	GUT2	IX	-	51759	53708	0.0	0.0	0.0
YIL134W	FLX1	IX	+	97395	98330	0.0	0.0	0.0
YIR040C	YIR040C	IX	-	433385	433717	0.0	0.0	0.0
YIL025C	YIL025C	IX	-	308199	308573	0.0	0.0	0.0
YIL120W	QDR1	IX	+	134414	136105	0.0	0.0	0.0
YIL168W	.	IX	+	29032	29415	0.0	0.0	0.0
YIL132C	CSM2	IX	-	99860	100501	0.0	0.0	0.0
YIL017C	VID28	IX	-	318198	320963	0.0	0.0	0.0
YIR030W-A	YIR030W-A	IX	+	412896	413279	0.0	0.0	0.0
YIL133C	RPL16A	IX	-	98527	99416	0.0	0.0	0.0
YIL059C	YIL059C	IX	-	246547	246912	0.0	0.0	0.0
YIL087C	YIL087C	IX	-	199643	200116	0.0	0.0	0.0
YIR013C	GAT4	IX	-	380016	380381	0.0	0.0	0.0
YIL148W	RPL40A	IX	+	68708	69528	0.0	0.0	0.0
YIR017C	MET28	IX	-	383553	384116	0.0	0.0	0.0
YIL082W	YIL082W	IX	+	205632	206504	0.0	0.0	0.0
YIR035C	YIR035C	IX	-	421023	421787	0.0	0.0	0.0
YIL028W	YIL028W	IX	+	302098	302496	0.0	0.0	0.0
YIL113W	SDP1	IX	+	150556	151185	0.0	0.0	0.0
YIL108W	YIL108W	IX	+	160884	162974	0.0	0.0	0.0
YIL097W	FYV10	IX	+	180424	181974	0.0	0.0	0.0
YIL055C	YIL055C	IX	-	252040	253923	0.0	0.0	0.0
snR68	.	IX	+	97111	97246	0.0	0.0	0.0
YIL050W	PCL7	IX	+	258912	259769	0.0	0.0	0.0
YIL029C	YIL029C	IX	-	300827	301255	0.0	0.0	0.0
YIL105C	SLM1	IX	-	167578	169638	0.0	0.0	0.0
YIL130W	ASG1	IX	+	102782	105676	0.0	0.0	0.0
YIL167W	.	IX	+	29416	30048	0.0	0.0	0.0
YIL139C	REV7	IX	-	87979	88716	0.0	0.0	0.0
YIL054W	YIL054W	IX	+	254541	254858	0.0	0.0	0.0
YIL049W	DFG10	IX	+	260157	260918	0.0	0.0	0.0
YIL086C	YIL086C	IX	-	200150	200458	0.0	0.0	0.0
YIR031C	DAL7	IX	-	413012	414676	0.0	0.0	0.0
YIL135C	VHS2	IX	-	95065	96375	0.0	0.0	0.0
YIL171W	.	IX	+	19515	19844	0.0	0.0	0.0
YIL160C	POT1	IX	-	40191	41444	0.0	0.0	0.0
tD(GUC)I2	.	IX	-	336346	336417	0.0	0.0	0.0
YIR016W	YIR016W	IX	+	382625	383422	0.0	0.0	0.0
tE(CUC)I	.	IX	+	197589	197660	0.0	0.0	0.0
YIL141W	YIL141W	IX	+	85053	85442	0.0	0.0	0.0
YIL066C	RNR3	IX	-	238096	240705	0.0	0.0	0.0
YIL023C	YKE4	IX	-	309384	310424	0.0	0.0	0.0
YIL037C	PRM2	IX	-	283028	284998	0.0	0.0	0.0
YIL163C	YIL163C	IX	-	36899	37252	0.0	0.0	0.0
YIL101C	XBP1	IX	-	175304	177247	0.0	0.0	0.0
YIL069C	RPS24B	IX	-	231550	232366	0.0	0.0	0.0
YIL057C	YIL057C	IX	-	247899	248393	0.0	0.0	0.0
YIR007W	YIR007W	IX	+	370701	372995	0.0	0.0	0.0
YIL162W	SUC2	IX	+	37385	38983	0.0	0.0	0.0
YIL009C-A	EST3	IX	-	335663	336209	0.0	0.0	0.0
15S_rRNA	.	MT	+	6546	8194	0.0	0.0	0.0
tF(GAA)Q	.	MT	+	77431	77505	0.0	0.0	0.0
Q0110	BI2	MT	+	36540	38579	0.0	0.0	0.0
tR(ACG)Q2	.	MT	+	69289	69362	0.0	0.0	0.0
tP(UGG)Q	.	MT	+	731	802	0.0	0.0	0.0
tN(GUU)Q	.	MT	+	71433	71503	0.0	0.0	0.0
tT(XXX)Q2	.	MT	-	78089	78162	0.0	0.0	0.0
Q0085	ATP6	MT	+	28487	29266	0.0	0.0	0.0
Q0115	BI3	MT	+	36540	40265	0.0	0.0	0.0
Q0250	COX2	MT	+	73758	74513	0.0	0.0	0.0
Q0065	AI4	MT	+	13818	21935	0.0	0.0	0.0
Q0092	Q0092	MT	+	30874	31014	0.0	0.0	0.0
tT(UGU)Q1	.	MT	+	63862	63937	0.0	0.0	0.0
Q0255	Q0255	MT	+	74495	75984	0.0	0.0	0.0
Q0045	COX1	MT	+	13818	26701	0.0	0.0	0.0
tE(UUC)Q	.	MT	+	35373	35444	0.0	0.0	0.0
Q0130	OLI1	MT	+	46723	46953	0.0	0.0	0.0
Q0140	VAR1	MT	+	48901	50097	0.0	0.0	0.0
tD(GUC)Q	.	MT	+	68322	68396	0.0	0.0	0.0
tY(GUA)Q	.	MT	+	70824	70907	0.0	0.0	0.0
Q0275	COX3	MT	+	79213	80022	0.0	0.0	0.0
tH(GUG)Q	.	MT	+	64596	64670	0.0	0.0	0.0
Q0032	Q0032	MT	+	11667	11957	0.0	0.0	0.0
Q0010	Q0010	MT	+	3952	4338	0.0	0.0	0.0
Q0105	COB	MT	+	36540	43647	0.0	0.0	0.0
tQ(UUG)Q	.	MT	+	66210	66285	0.0	0.0	0.0
Q0060	AI3	MT	+	13818	19996	0.0	0.0	0.0
tW(UCA)Q	.	MT	+	9374	9447	0.0	0.0	0.0
tM(CAU)Q1	.	MT	+	72630	72705	0.0	0.0	0.0
tC(GCA)Q	.	MT	+	64415	64490	0.0	0.0	0.0
Q0055	AI2	MT	+	13818	18830	0.0	0.0	0.0
Q0142	Q0142	MT	+	51052	51228	0.0	0.0	0.0
Q0297	Q0297	MT	+	85554	85709	0.0	0.0	0.0
tR(UCU)Q1	.	MT	+	67309	67381	0.0	0.0	0.0
Q0080	ATP8	MT	+	27666	27812	0.0	0.0	0.0
tG(UCC)Q	.	MT	+	67468	67542	0.0	0.0	0.0
Q0160	SCEI	MT	+	61022	61729	0.0	0.0	0.0
tV(UAC)Q	.	MT	+	78533	78608	0.0	0.0	0.0
Q0017	Q0017	MT	+	4254	4415	0.0	0.0	0.0
tK(UUU)Q	.	MT	+	67061	67134	0.0	0.0	0.0
21S_rRNA	.	MT	+	58009	62447	0.0	0.0	0.0
Q0143	Q0143	MT	+	51277	51429	0.0	0.0	0.0
Q0120	BI4	MT	+	36540	42251	0.0	0.0	0.0
tS(UGA)Q2	.	MT	+	48201	48290	0.0	0.0	0.0
Q0075	AI5_BETA	MT	+	24156	25255	0.0	0.0	0.0
tL(UAA)Q	.	MT	+	66095	66179	0.0	0.0	0.0
tM(CAU)Q2	.	MT	+	85035	85112	0.0	0.0	0.0
RPM1	.	MT	+	85295	85777	0.0	0.0	0.0
Q0144	Q0144	MT	+	54109	54438	0.0	0.0	0.0
Q0182	Q0182	MT	+	65770	66174	0.0	0.0	0.0
tS(GCU)Q1	.	MT	+	69203	69288	0.0	0.0	0.0
tA(UGC)Q	.	MT	+	69846	69921	0.0	0.0	0.0
Q0070	AI5_ALPHA	MT	+	13818	23167	0.0	0.0	0.0
Q0050	AI1	MT	+	13818	16322	0.0	0.0	0.0
tI(GAU)Q	.	MT	+	70162	70237	0.0	0.0	0.0
YER078W-A	YER078W-A	V	+	318642	318806	0.0	0.0	0.0
YER107W-A	YER107W-A	V	+	374390	374710	0.0	0.0	0.0
SCR1	.	V	+	441983	442504	0.0	0.0	0.0
tE(UUC)E2	.	V	+	354930	355001	0.0	0.0	0.0
snR14	.	V	-	167426	167585	0.0	0.0	0.0
YER067W	YER067W	V	+	292064	292549	0.0	0.0	0.0
YEL035C	UTR5	V	-	85045	85545	0.0	0.0	0.0
tE(UUC)E1	.	V	+	177098	177169	0.0	0.0	0.0
YER045C	ACA1	V	-	240031	241500	0.0	0.0	0.0
YER076C	YER076C	V	-	312586	313494	0.0	0.0	0.0
YER091C-A	YER091C-A	V	-	342386	342607	0.0	0.0	0.0
YER109C	FLO8	V	-	375211	377610	0.0	0.0	0.0
YER186C	YER186C	V	-	561700	562620	0.0	0.0	0.0
tV(AAC)E1	.	V	+	438696	438769	0.0	0.0	0.0
tR(ACG)E	.	V	-	492347	492419	0.0	0.0	0.0
YER150W	SPI1	V	+	468365	468811	0.0	0.0	0.0
tR(UCU)E	.	V	+	138666	138737	0.0	0.0	0.0
YER056C-A	RPL34A	V	-	269421	270183	0.0	0.0	0.0
tE(UUC)E3	.	V	-	487326	487397	0.0	0.0	0.0
YER187W	YER187W	V	+	566225	566650	0.0	0.0	0.0
YER084W	YER084W	V	+	327061	327447	0.0	0.0	0.0
YEL070W	DSF1	V	+	19589	21097	0.0	0.0	0.0
YER188W	YER188W	V	+	568035	568754	0.0	0.0	0.0
YER188C-A	YER188C-A	V	-	569603	569902	0.0	0.0	0.0
YER003C	PMI40	V	-	157735	159117	0.0	0.0	0.0
YEL057C	YEL057C	V	-	45020	45721	0.0	0.0	0.0
tQ(UUG)E2	.	V	-	131082	131153	0.0	0.0	0.0
tG(GCC)E	.	V	-	61890	61960	0.0	0.0	0.0
snR52	.	V	-	431125	431216	0.0	0.0	0.0
YEL016C	NPP2	V	-	124737	126218	0.0	0.0	0.0
YEL044W	IES6	V	+	69757	70257	0.0	0.0	0.0
snR80	.	V	-	52150	52320	0.0	0.0	0.0
YER014C-A	BUD25	V	-	183730	184699	0.0	0.0	0.0
YER170W	ADK2	V	+	525969	526646	0.0	0.0	0.0
YER054C	GIP2	V	-	262051	263697	0.0	0.0	0.0
YER101C	AST2	V	-	360498	361790	0.0	0.0	0.0
YEL010W	YEL010W	V	+	136279	136629	0.0	0.0	0.0
snR67	.	V	+	61352	61433	0.0	0.0	0.0
YER175W-A	YER175W-A	V	+	540645	540809	0.0	0.0	0.0
YEL008W	YEL008W	V	+	140512	140892	0.0	0.0	0.0
tK(CUU)E1	.	V	-	135425	135497	0.0	0.0	0.0
YEL019C	MMS21	V	-	120498	121301	0.0	0.0	0.0
YER039C	HVG1	V	-	228455	229204	0.0	0.0	0.0
YER183C	FAU1	V	-	553329	553964	0.0	0.0	0.0
YER138C	YER138C	V	-	443752	449020	0.0	0.0	0.0
YER068C-A	YER068C-A	V	-	295299	295730	0.0	0.0	0.0
YER038W-A	FMP49	V	+	228450	228830	0.0	0.0	0.0
YER028C	MIG3	V	-	210691	211875	0.0	0.0	0.0
YER044C-A	MEI4	V	-	238459	239773	0.0	0.0	0.0
YER180C-A	SLO1	V	-	550860	551117	0.0	0.0	0.0
YER135C	YER135C	V	-	437948	438340	0.0	0.0	0.0
tM(CAU)E	.	V	+	100133	100204	0.0	0.0	0.0
YER011W	TIR1	V	+	175247	176011	0.0	0.0	0.0
YER010C	YER010C	V	-	172633	173337	0.0	0.0	0.0
tS(AGA)E	.	V	+	86604	86685	0.0	0.0	0.0
YER024W	YAT2	V	+	202191	204962	0.0	0.0	0.0
YER069W	ARG5%2C6	V	+	295408	297999	0.0	0.0	0.0
YER075C	PTP3	V	-	308409	311195	0.0	0.0	0.0
YER085C	YER085C	V	-	327615	328136	0.0	0.0	0.0
tH(GUG)E2	.	V	-	434537	434608	0.0	0.0	0.0
YEL004W	YEA4	V	+	146950	147978	0.0	0.0	0.0
YER084W-A	YER084W-A	V	+	327594	328106	0.0	0.0	0.0
YER185W	YER185W	V	+	559449	560360	0.0	0.0	0.0
YER053C-A	YER053C-A	V	-	260932	261045	0.0	0.0	0.0
YEL029C	BUD16	V	-	96858	97796	0.0	0.0	0.0
YER066C-A	YER066C-A	V	-	291701	292201	0.0	0.0	0.0
YER074W	RPS24A	V	+	306319	307192	0.0	0.0	0.0
YEL012W	UBC8	V	+	131772	132551	0.0	0.0	0.0
YEL076C	YEL076C	V	-	4464	5114	0.0	0.0	0.0
YEL066W	HPA3	V	+	26667	27206	0.0	0.0	0.0
YEL039C	CYC7	V	-	79636	79977	0.0	0.0	0.0
RPR1	.	V	-	117667	118035	0.0	0.0	0.0
YER053C	PIC2	V	-	258736	259638	0.0	0.0	0.0
snR4	.	V	+	424694	424879	0.0	0.0	0.0
YER107C	GLE2	V	-	373444	374541	0.0	0.0	0.0
YER115C	SPR6	V	-	394288	394863	0.0	0.0	0.0
YER174C	GRX4	V	-	538429	539163	0.0	0.0	0.0
YEL064C	AVT2	V	-	29797	31239	0.0	0.0	0.0
YER067C-A	YER067C-A	V	-	292238	292561	0.0	0.0	0.0
YER007C-A	TMA20	V	-	166236	166884	0.0	0.0	0.0
YEL076C-A	YEL076C-A	V	-	4185	5114	0.0	0.0	0.0
YER059W	PCL6	V	+	272622	273884	0.0	0.0	0.0
YEL041W	YEF1	V	+	75944	77431	0.0	0.0	0.0
YEL023C	YEL023C	V	-	108504	110552	0.0	0.0	0.0
YER167W	BCK2	V	+	518211	520766	0.0	0.0	0.0
YER074W-A	YOS1	V	+	307649	308119	0.0	0.0	0.0
YER088C	DOT6	V	-	333172	335184	0.0	0.0	0.0
YER140W	YER140W	V	+	451560	453230	0.0	0.0	0.0
YEL073C	YEL073C	V	-	7230	7553	0.0	0.0	0.0
YEL008C-A	YEL008C-A	V	-	140726	140818	0.0	0.0	0.0
YER039C-A	YER039C-A	V	-	229262	229480	0.0	0.0	0.0
YER038C	KRE29	V	-	226857	228251	0.0	0.0	0.0
YER060W-A	FCY22	V	+	276570	278162	0.0	0.0	0.0
YER121W	YER121W	V	+	402371	402715	0.0	0.0	0.0
YER168C	CCA1	V	-	521024	522664	0.0	0.0	0.0
YEL049W	PAU2	V	+	63728	64090	0.0	0.0	0.0
YER180C	ISC10	V	-	549719	550522	0.0	0.0	0.0
tI(AAU)E1	.	V	-	443198	443271	0.0	0.0	0.0
YEL068C	YEL068C	V	-	25646	25978	0.0	0.0	0.0
YER076W-A	YER076W-A	V	+	313386	313733	0.0	0.0	0.0
YER037W	PHM8	V	+	225888	226853	0.0	0.0	0.0
YEL072W	RMD6	V	+	13720	14415	0.0	0.0	0.0
YER019C-A	SBH2	V	-	194272	194538	0.0	0.0	0.0
YER046W	SPO73	V	+	243179	243610	0.0	0.0	0.0
YER147C	SCC4	V	-	462963	464837	0.0	0.0	0.0
YER018C	SPC25	V	-	191958	192623	0.0	0.0	0.0
tS(UGA)E	.	V	-	288441	288522	0.0	0.0	0.0
YER041W	YEN1	V	+	232460	234739	0.0	0.0	0.0
YEL067C	YEL067C	V	-	26189	26776	0.0	0.0	0.0
YER117W	RPL23B	V	+	396765	397649	0.0	0.0	0.0
YEL005C	VAB2	V	-	145906	146754	0.0	0.0	0.0
YER162C	RAD4	V	-	500625	502889	0.0	0.0	0.0
YER096W	SHC1	V	+	351694	353232	0.0	0.0	0.0
tV(AAC)E2	.	V	+	469452	469525	0.0	0.0	0.0
tA(UGC)E	.	V	-	312019	312091	0.0	0.0	0.0
YER133W	GLC7	V	+	432491	433954	0.0	0.0	0.0
snR53	.	V	+	61699	61789	0.0	0.0	0.0
YEL009C-A	YEL009C-A	V	-	136371	136778	0.0	0.0	0.0
YEL069C	HXT13	V	-	21537	23231	0.0	0.0	0.0
YEL059W	YEL059W	V	+	42652	42960	0.0	0.0	0.0
YER058W	PET117	V	+	271766	272089	0.0	0.0	0.0
tH(GUG)E1	.	V	+	207356	207427	0.0	0.0	0.0
YER061C	CEM1	V	-	278296	279624	0.0	0.0	0.0
YER093C-A	YER093C-A	V	-	347908	348396	0.0	0.0	0.0
tK(CUU)E2	.	V	-	435748	435820	0.0	0.0	0.0
tQ(UUG)E1	.	V	+	250285	250356	0.0	0.0	0.0
YER181C	YER181C	V	-	551468	551791	0.0	0.0	0.0
YER106W	MAM1	V	+	372322	373230	0.0	0.0	0.0
YER128W	YER128W	V	+	415855	416466	0.0	0.0	0.0
tI(AAU)E2	.	V	-	551280	551353	0.0	0.0	0.0
YER138W-A	YER138W-A	V	+	449470	449574	0.0	0.0	0.0
YER179W	DMC1	V	+	548416	549512	0.0	0.0	0.0
YEL074W	YEL074W	V	+	6126	6464	0.0	0.0	0.0
YEL075W-A	YEL075W-A	V	+	4870	5481	0.0	0.0	0.0
YEL003W	GIM4	V	+	148175	148598	0.0	0.0	0.0
YEL062W	NPR2	V	+	34407	36254	0.0	0.0	0.0
YER137C-A	YER137C-A	V	-	447698	449020	0.0	0.0	0.0
YEL075C	YEL075C	V	-	5345	5713	0.0	0.0	0.0
YER071C	YER071C	V	-	301945	302325	0.0	0.0	0.0
